"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"54","FDJ20","OUT017","2181.28891357504"
"55","FDV44","OUT027","2181.28891357504"
"56","FDG02","OUT049","2181.28891357504"
"57","FDA09","OUT013","2181.28891357504"
"58","FDT04","OUT013","2181.28891357504"
"59","FDL58","OUT019","2181.28891357504"
"60","FDE52","OUT045","2181.28891357504"
"61","FDW12","OUT035","2181.28891357504"
"62","FDL51","OUT017","2181.28891357504"
"63","NCY42","OUT027","2181.28891357504"
"64","FDR07","OUT017","2181.28891357504"
"65","FDN40","OUT045","2181.28891357504"
"66","FDB35","OUT027","2181.28891357504"
"67","FDA22","OUT017","2181.28891357504"
"68","NCL06","OUT046","2181.28891357504"
"69","FDI35","OUT013","2181.28891357504"
"70","NCW42","OUT045","2181.28891357504"
"71","NCX06","OUT049","2181.28891357504"
"72","FDC37","OUT027","2181.28891357504"
"73","FDZ14","OUT018","2181.28891357504"
"74","DRG49","OUT049","2181.28891357504"
"75","NCG06","OUT045","2181.28891357504"
"76","DRC36","OUT045","2181.28891357504"
"77","FDV21","OUT019","2181.28891357504"
"78","FDB53","OUT046","2181.28891357504"
"79","DRP47","OUT019","2181.28891357504"
"80","FDA14","OUT013","2181.28891357504"
"81","DRC24","OUT035","2181.28891357504"
"82","FDW21","OUT018","2181.28891357504"
"83","NCH29","OUT046","2181.28891357504"
"84","FDU58","OUT013","2181.28891357504"
"85","FDY27","OUT017","2181.28891357504"
"86","FDV56","OUT035","2181.28891357504"
"87","FDT59","OUT046","2181.28891357504"
"88","FDB23","OUT046","2181.28891357504"
"89","FDR49","OUT045","2181.28891357504"
"90","FDB03","OUT010","2181.28891357504"
"91","FDN39","OUT045","2181.28891357504"
"92","FDX02","OUT027","2181.28891357504"
"93","FDQ16","OUT027","2181.28891357504"
"94","FDU35","OUT018","2181.28891357504"
"95","NCT29","OUT013","2181.28891357504"
"96","FDZ27","OUT046","2181.28891357504"
"97","FDN57","OUT017","2181.28891357504"
"98","FDA03","OUT018","2181.28891357504"
"99","FDZ36","OUT045","2181.28891357504"
"100","NCU05","OUT013","2181.28891357504"
"101","FDT39","OUT018","2181.28891357504"
"102","FDK60","OUT017","2181.28891357504"
"103","FDZ25","OUT017","2181.28891357504"
"104","FDG12","OUT046","2181.28891357504"
"105","DRB01","OUT019","2181.28891357504"
"106","NCC43","OUT027","2181.28891357504"
"107","FDX13","OUT019","2181.28891357504"
"108","FDM22","OUT049","2181.28891357504"
"109","FDJ03","OUT027","2181.28891357504"
"110","FDU14","OUT018","2181.28891357504"
"111","FDB33","OUT010","2181.28891357504"
"112","FDP27","OUT046","2181.28891357504"
"113","FDO38","OUT010","2181.28891357504"
"114","FDE28","OUT027","2181.28891357504"
"115","FDO27","OUT035","2181.28891357504"
"116","DRL23","OUT027","2181.28891357504"
"117","FDS28","OUT046","2181.28891357504"
"118","FDX24","OUT013","2181.28891357504"
"119","FDZ02","OUT035","2181.28891357504"
"120","FDL46","OUT045","2181.28891357504"
"121","FDS60","OUT027","2181.28891357504"
"122","NCO06","OUT017","2181.28891357504"
"123","FDO16","OUT035","2181.28891357504"
"124","FDC60","OUT049","2181.28891357504"
"125","FDA48","OUT018","2181.28891357504"
"126","FDZ36","OUT027","2181.28891357504"
"127","FDK27","OUT045","2181.28891357504"
"128","FDW23","OUT018","2181.28891357504"
"129","FDM14","OUT018","2181.28891357504"
"130","FDM14","OUT013","2181.28891357504"
"131","FDW60","OUT018","2181.28891357504"
"132","FDE21","OUT013","2181.28891357504"
"133","NCM42","OUT035","2181.28891357504"
"134","FDY59","OUT010","2181.28891357504"
"135","DRI49","OUT049","2181.28891357504"
"136","FDT28","OUT019","2181.28891357504"
"137","FDQ22","OUT018","2181.28891357504"
"138","FDR60","OUT049","2181.28891357504"
"139","FDC50","OUT019","2181.28891357504"
"140","FDV24","OUT013","2181.28891357504"
"141","DRF48","OUT010","2181.28891357504"
"142","FDQ47","OUT046","2181.28891357504"
"143","DRN36","OUT049","2181.28891357504"
"144","NCY06","OUT035","2181.28891357504"
"145","FDE52","OUT035","2181.28891357504"
"146","NCB54","OUT045","2181.28891357504"
"147","NCF31","OUT035","2181.28891357504"
"148","FDJ08","OUT027","2181.28891357504"
"149","NCC07","OUT017","2181.28891357504"
"150","NCD19","OUT027","2181.28891357504"
"151","FDL46","OUT049","2181.28891357504"
"152","FDM20","OUT045","2181.28891357504"
"153","NCI06","OUT010","2181.28891357504"
"154","DRM11","OUT035","2181.28891357504"
"155","NCH07","OUT018","2181.28891357504"
"156","FDS23","OUT013","2181.28891357504"
"157","FDO49","OUT018","2181.28891357504"
"158","FDS35","OUT049","2181.28891357504"
"159","DRK39","OUT045","2181.28891357504"
"160","DRI39","OUT049","2181.28891357504"
"161","FDV04","OUT017","2181.28891357504"
"162","NCN14","OUT035","2181.28891357504"
"163","FDH08","OUT013","2181.28891357504"
"164","FDS20","OUT046","2181.28891357504"
"165","FDV40","OUT049","2181.28891357504"
"166","FDZ48","OUT010","2181.28891357504"
"167","FDS24","OUT027","2181.28891357504"
"168","FDK44","OUT049","2181.28891357504"
"169","FDS48","OUT045","2181.28891357504"
"170","FDK26","OUT010","2181.28891357504"
"171","FDD23","OUT045","2181.28891357504"
"172","NCH54","OUT017","2181.28891357504"
"173","NCP14","OUT010","2181.28891357504"
"174","FDM60","OUT010","2181.28891357504"
"175","FDV24","OUT017","2181.28891357504"
"176","FDH08","OUT018","2181.28891357504"
"177","FDS12","OUT027","2181.28891357504"
"178","FDR39","OUT027","2181.28891357504"
"179","FDP12","OUT027","2181.28891357504"
"180","DRF60","OUT027","2181.28891357504"
"181","FDC09","OUT035","2181.28891357504"
"182","FDF50","OUT018","2181.28891357504"
"183","FDG28","OUT035","2181.28891357504"
"184","NCE19","OUT017","2181.28891357504"
"185","NCM53","OUT010","2181.28891357504"
"186","NCN18","OUT049","2181.28891357504"
"187","FDF32","OUT035","2181.28891357504"
"188","FDF11","OUT013","2181.28891357504"
"189","DRI59","OUT049","2181.28891357504"
"190","NCG54","OUT035","2181.28891357504"
"191","FDM44","OUT046","2181.28891357504"
"192","FDT57","OUT018","2181.28891357504"
"193","FDV24","OUT046","2181.28891357504"
"194","FDI50","OUT019","2181.28891357504"
"195","FDS09","OUT035","2181.28891357504"
"196","NCC31","OUT027","2181.28891357504"
"197","FDQ07","OUT019","2181.28891357504"
"198","FDC22","OUT017","2181.28891357504"
"199","FDZ56","OUT046","2181.28891357504"
"200","FDZ40","OUT019","2181.28891357504"
"201","FDS46","OUT027","2181.28891357504"
"202","DRD24","OUT045","2181.28891357504"
"203","FDV45","OUT017","2181.28891357504"
"204","FDL26","OUT045","2181.28891357504"
"205","FDA56","OUT018","2181.28891357504"
"206","FDN27","OUT046","2181.28891357504"
"207","FDM20","OUT049","2181.28891357504"
"208","FDO16","OUT017","2181.28891357504"
"209","FDL03","OUT035","2181.28891357504"
"210","FDE58","OUT046","2181.28891357504"
"211","FDI02","OUT027","2181.28891357504"
"212","NCC55","OUT019","2181.28891357504"
"213","FDR03","OUT018","2181.28891357504"
"214","FDB14","OUT017","2181.28891357504"
"215","FDR45","OUT013","2181.28891357504"
"216","NCN07","OUT017","2181.28891357504"
"217","FDM51","OUT019","2181.28891357504"
"218","FDT52","OUT027","2181.28891357504"
"219","FDL26","OUT046","2181.28891357504"
"220","NCZ42","OUT046","2181.28891357504"
"221","DRI47","OUT019","2181.28891357504"
"222","FDW40","OUT013","2181.28891357504"
"223","FDN34","OUT046","2181.28891357504"
"224","FDS01","OUT035","2181.28891357504"
"225","NCG55","OUT045","2181.28891357504"
"226","FDC11","OUT035","2181.28891357504"
"227","FDX35","OUT018","2181.28891357504"
"228","NCB06","OUT046","2181.28891357504"
"229","FDR09","OUT019","2181.28891357504"
"230","FDC53","OUT017","2181.28891357504"
"231","FDY45","OUT013","2181.28891357504"
"232","FDA22","OUT010","2181.28891357504"
"233","FDE02","OUT035","2181.28891357504"
"234","FDW21","OUT045","2181.28891357504"
"235","FDV34","OUT046","2181.28891357504"
"236","FDS59","OUT049","2181.28891357504"
"237","NCW17","OUT017","2181.28891357504"
"238","NCK54","OUT046","2181.28891357504"
"239","FDG17","OUT019","2181.28891357504"
"240","FDG35","OUT017","2181.28891357504"
"241","FDD08","OUT010","2181.28891357504"
"242","NCO07","OUT017","2181.28891357504"
"243","FDJ10","OUT010","2181.28891357504"
"244","FDW36","OUT017","2181.28891357504"
"245","FDW21","OUT010","2181.28891357504"
"246","FDY19","OUT017","2181.28891357504"
"247","DRE03","OUT013","2181.28891357504"
"248","NCC55","OUT049","2181.28891357504"
"249","FDH52","OUT010","2181.28891357504"
"250","FDO09","OUT017","2181.28891357504"
"251","FDU43","OUT045","2181.28891357504"
"252","FDX09","OUT010","2181.28891357504"
"253","FDH40","OUT019","2181.28891357504"
"254","FDW58","OUT017","2181.28891357504"
"255","FDC47","OUT017","2181.28891357504"
"256","NCR41","OUT035","2181.28891357504"
"257","DRG49","OUT035","2181.28891357504"
"258","FDC52","OUT027","2181.28891357504"
"259","FDY13","OUT046","2181.28891357504"
"260","FDY35","OUT013","2181.28891357504"
"261","FDI35","OUT017","2181.28891357504"
"262","NCU18","OUT049","2181.28891357504"
"263","FDY33","OUT018","2181.28891357504"
"264","FDC15","OUT027","2181.28891357504"
"265","FDU01","OUT049","2181.28891357504"
"266","NCU42","OUT046","2181.28891357504"
"267","NCV29","OUT018","2181.28891357504"
"268","NCY30","OUT017","2181.28891357504"
"269","FDQ46","OUT049","2181.28891357504"
"270","FDG58","OUT027","2181.28891357504"
"271","FDK33","OUT017","2181.28891357504"
"272","NCD07","OUT045","2181.28891357504"
"273","NCX29","OUT027","2181.28891357504"
"274","NCT42","OUT013","2181.28891357504"
"275","DRN59","OUT035","2181.28891357504"
"276","FDI44","OUT035","2181.28891357504"
"277","FDA45","OUT049","2181.28891357504"
"278","FDP31","OUT045","2181.28891357504"
"279","FDY01","OUT046","2181.28891357504"
"280","FDT09","OUT018","2181.28891357504"
"281","DRH03","OUT027","2181.28891357504"
"282","FDA36","OUT018","2181.28891357504"
"283","NCF31","OUT017","2181.28891357504"
"284","FDG14","OUT049","2181.28891357504"
"285","FDG28","OUT027","2181.28891357504"
"286","FDU14","OUT049","2181.28891357504"
"287","FDY47","OUT019","2181.28891357504"
"288","FDI56","OUT049","2181.28891357504"
"289","DRD01","OUT013","2181.28891357504"
"290","FDM22","OUT046","2181.28891357504"
"291","FDH33","OUT013","2181.28891357504"
"292","DRZ24","OUT013","2181.28891357504"
"293","NCQ38","OUT046","2181.28891357504"
"294","FDO16","OUT027","2181.28891357504"
"295","FDU07","OUT027","2181.28891357504"
"296","NCB07","OUT013","2181.28891357504"
"297","FDU48","OUT045","2181.28891357504"
"298","NCM43","OUT045","2181.28891357504"
"299","FDR31","OUT010","2181.28891357504"
"300","DRK49","OUT018","2181.28891357504"
"301","NCI30","OUT010","2181.28891357504"
"302","DRD60","OUT017","2181.28891357504"
"303","NCG19","OUT046","2181.28891357504"
"304","FDH12","OUT035","2181.28891357504"
"305","FDM32","OUT035","2181.28891357504"
"306","FDM27","OUT035","2181.28891357504"
"307","NCU53","OUT027","2181.28891357504"
"308","NCQ18","OUT046","2181.28891357504"
"309","FDS10","OUT013","2181.28891357504"
"310","FDB33","OUT027","2181.28891357504"
"311","FDI12","OUT013","2181.28891357504"
"312","NCW42","OUT013","2181.28891357504"
"313","NCC06","OUT018","2181.28891357504"
"314","FDW02","OUT017","2181.28891357504"
"315","NCD43","OUT017","2181.28891357504"
"316","FDM57","OUT018","2181.28891357504"
"317","FDA58","OUT017","2181.28891357504"
"318","FDK56","OUT046","2181.28891357504"
"319","FDP52","OUT045","2181.28891357504"
"320","FDW20","OUT018","2181.28891357504"
"321","FDS52","OUT049","2181.28891357504"
"322","NCT29","OUT018","2181.28891357504"
"323","NCL54","OUT013","2181.28891357504"
"324","FDC05","OUT045","2181.28891357504"
"325","FDF34","OUT035","2181.28891357504"
"326","FDP03","OUT027","2181.28891357504"
"327","FDD32","OUT010","2181.28891357504"
"328","FDZ10","OUT045","2181.28891357504"
"329","FDZ40","OUT035","2181.28891357504"
"330","FDD51","OUT018","2181.28891357504"
"331","NCY30","OUT019","2181.28891357504"
"332","FDP58","OUT017","2181.28891357504"
"333","FDV49","OUT017","2181.28891357504"
"334","FDY24","OUT019","2181.28891357504"
"335","NCO55","OUT017","2181.28891357504"
"336","FDR13","OUT017","2181.28891357504"
"337","FDS51","OUT017","2181.28891357504"
"338","FDP26","OUT045","2181.28891357504"
"339","NCB54","OUT027","2181.28891357504"
"340","FDF32","OUT017","2181.28891357504"
"341","FDN31","OUT018","2181.28891357504"
"342","DRM48","OUT017","2181.28891357504"
"343","FDN20","OUT049","2181.28891357504"
"344","DRL01","OUT046","2181.28891357504"
"345","FDV56","OUT049","2181.28891357504"
"346","DRH13","OUT027","2181.28891357504"
"347","FDA03","OUT017","2181.28891357504"
"348","FDF47","OUT027","2181.28891357504"
"349","FDX32","OUT046","2181.28891357504"
"350","FDX57","OUT049","2181.28891357504"
"351","NCA30","OUT045","2181.28891357504"
"352","FDO49","OUT013","2181.28891357504"
"353","FDL04","OUT019","2181.28891357504"
"354","DRM48","OUT035","2181.28891357504"
"355","FDR16","OUT013","2181.28891357504"
"356","NCC19","OUT018","2181.28891357504"
"357","NCE42","OUT045","2181.28891357504"
"358","FDY24","OUT017","2181.28891357504"
"359","FDH19","OUT049","2181.28891357504"
"360","FDJ46","OUT013","2181.28891357504"
"361","FDN45","OUT010","2181.28891357504"
"362","FDY08","OUT035","2181.28891357504"
"363","FDZ37","OUT035","2181.28891357504"
"364","NCT30","OUT045","2181.28891357504"
"365","DRY23","OUT018","2181.28891357504"
"366","NCZ30","OUT018","2181.28891357504"
"367","FDC44","OUT018","2181.28891357504"
"368","FDB45","OUT035","2181.28891357504"
"369","FDY04","OUT013","2181.28891357504"
"370","FDM27","OUT046","2181.28891357504"
"371","FDZ43","OUT017","2181.28891357504"
"372","FDT39","OUT019","2181.28891357504"
"373","NCC06","OUT019","2181.28891357504"
"374","FDL15","OUT027","2181.28891357504"
"375","FDL57","OUT017","2181.28891357504"
"376","FDU08","OUT046","2181.28891357504"
"377","FDK40","OUT017","2181.28891357504"
"378","FDQ12","OUT010","2181.28891357504"
"379","FDS48","OUT017","2181.28891357504"
"380","FDP09","OUT045","2181.28891357504"
"381","FDW21","OUT049","2181.28891357504"
"382","FDY25","OUT035","2181.28891357504"
"383","DRE13","OUT017","2181.28891357504"
"384","FDV43","OUT019","2181.28891357504"
"385","FDD22","OUT045","2181.28891357504"
"386","FDM46","OUT019","2181.28891357504"
"387","NCO30","OUT010","2181.28891357504"
"388","FDM25","OUT046","2181.28891357504"
"389","NCN41","OUT049","2181.28891357504"
"390","FDU24","OUT045","2181.28891357504"
"391","FDZ50","OUT046","2181.28891357504"
"392","FDP45","OUT013","2181.28891357504"
"393","NCM54","OUT045","2181.28891357504"
"394","FDW10","OUT019","2181.28891357504"
"395","FDP20","OUT017","2181.28891357504"
"396","FDK32","OUT046","2181.28891357504"
"397","FDN52","OUT049","2181.28891357504"
"398","FDM58","OUT045","2181.28891357504"
"399","FDZ46","OUT027","2181.28891357504"
"400","NCA18","OUT018","2181.28891357504"
"401","FDD35","OUT046","2181.28891357504"
"402","NCK31","OUT035","2181.28891357504"
"403","FDI40","OUT027","2181.28891357504"
"404","FDT50","OUT019","2181.28891357504"
"405","NCT06","OUT046","2181.28891357504"
"406","FDT31","OUT035","2181.28891357504"
"407","FDT45","OUT049","2181.28891357504"
"408","FDT13","OUT045","2181.28891357504"
"409","FDO50","OUT045","2181.28891357504"
"410","NCU18","OUT010","2181.28891357504"
"411","NCR54","OUT049","2181.28891357504"
"412","NCO18","OUT018","2181.28891357504"
"413","FDU09","OUT045","2181.28891357504"
"414","FDT13","OUT018","2181.28891357504"
"415","FDE09","OUT046","2181.28891357504"
"416","NCK53","OUT019","2181.28891357504"
"417","FDG45","OUT049","2181.28891357504"
"418","DRH15","OUT035","2181.28891357504"
"419","FDO21","OUT019","2181.28891357504"
"420","FDD14","OUT027","2181.28891357504"
"421","FDC09","OUT046","2181.28891357504"
"422","FDH45","OUT027","2181.28891357504"
"423","FDV32","OUT046","2181.28891357504"
"424","FDG12","OUT035","2181.28891357504"
"425","FDS32","OUT013","2181.28891357504"
"426","NCL55","OUT018","2181.28891357504"
"427","DRE01","OUT035","2181.28891357504"
"428","DRE15","OUT049","2181.28891357504"
"429","NCL42","OUT045","2181.28891357504"
"430","FDP31","OUT013","2181.28891357504"
"431","FDN33","OUT018","2181.28891357504"
"432","FDZ59","OUT046","2181.28891357504"
"433","FDE45","OUT010","2181.28891357504"
"434","FDJ07","OUT013","2181.28891357504"
"435","FDQ45","OUT018","2181.28891357504"
"436","FDM33","OUT027","2181.28891357504"
"437","FDO15","OUT010","2181.28891357504"
"438","FDM46","OUT013","2181.28891357504"
"439","FDR03","OUT045","2181.28891357504"
"440","FDY49","OUT018","2181.28891357504"
"441","FDQ60","OUT045","2181.28891357504"
"442","FDW10","OUT049","2181.28891357504"
"443","FDO51","OUT049","2181.28891357504"
"444","FDJ40","OUT018","2181.28891357504"
"445","FDS20","OUT018","2181.28891357504"
"446","FDU45","OUT013","2181.28891357504"
"447","FDV02","OUT035","2181.28891357504"
"448","FDN09","OUT046","2181.28891357504"
"449","NCM55","OUT027","2181.28891357504"
"450","FDN23","OUT018","2181.28891357504"
"451","FDY31","OUT010","2181.28891357504"
"452","FDW03","OUT010","2181.28891357504"
"453","FDD14","OUT046","2181.28891357504"
"454","FDV23","OUT017","2181.28891357504"
"455","DRI03","OUT045","2181.28891357504"
"456","FDN13","OUT035","2181.28891357504"
"457","FDF45","OUT027","2181.28891357504"
"458","FDU46","OUT035","2181.28891357504"
"459","FDB57","OUT049","2181.28891357504"
"460","FDV12","OUT049","2181.28891357504"
"461","FDQ58","OUT013","2181.28891357504"
"462","NCA18","OUT017","2181.28891357504"
"463","FDH52","OUT049","2181.28891357504"
"464","FDM24","OUT018","2181.28891357504"
"465","NCP43","OUT027","2181.28891357504"
"466","NCO18","OUT019","2181.28891357504"
"467","FDM32","OUT017","2181.28891357504"
"468","NCL07","OUT017","2181.28891357504"
"469","FDK03","OUT013","2181.28891357504"
"470","FDP59","OUT017","2181.28891357504"
"471","FDQ24","OUT049","2181.28891357504"
"472","FDQ16","OUT018","2181.28891357504"
"473","FDU44","OUT013","2181.28891357504"
"474","FDH28","OUT010","2181.28891357504"
"475","FDV28","OUT019","2181.28891357504"
"476","FDM22","OUT045","2181.28891357504"
"477","FDR56","OUT046","2181.28891357504"
"478","FDV39","OUT049","2181.28891357504"
"479","FDU37","OUT019","2181.28891357504"
"480","FDQ11","OUT010","2181.28891357504"
"481","FDX02","OUT045","2181.28891357504"
"482","NCS42","OUT018","2181.28891357504"
"483","FDY57","OUT027","2181.28891357504"
"484","FDB21","OUT049","2181.28891357504"
"485","FDE28","OUT017","2181.28891357504"
"486","FDQ55","OUT017","2181.28891357504"
"487","FDA48","OUT049","2181.28891357504"
"488","FDZ19","OUT045","2181.28891357504"
"489","NCC43","OUT045","2181.28891357504"
"490","NCV18","OUT046","2181.28891357504"
"491","NCA42","OUT018","2181.28891357504"
"492","FDY45","OUT046","2181.28891357504"
"493","NCC30","OUT045","2181.28891357504"
"494","FDM57","OUT013","2181.28891357504"
"495","FDL09","OUT010","2181.28891357504"
"496","FDB09","OUT027","2181.28891357504"
"497","FDT44","OUT035","2181.28891357504"
"498","NCT06","OUT027","2181.28891357504"
"499","FDX26","OUT049","2181.28891357504"
"500","FDK32","OUT013","2181.28891357504"
"501","DRA12","OUT046","2181.28891357504"
"502","FDO46","OUT010","2181.28891357504"
"503","FDE52","OUT013","2181.28891357504"
"504","NCH42","OUT045","2181.28891357504"
"505","FDV08","OUT035","2181.28891357504"
"506","FDB47","OUT018","2181.28891357504"
"507","FDC28","OUT010","2181.28891357504"
"508","FDD22","OUT046","2181.28891357504"
"509","FDS07","OUT027","2181.28891357504"
"510","DRI13","OUT045","2181.28891357504"
"511","FDG32","OUT018","2181.28891357504"
"512","FDU14","OUT017","2181.28891357504"
"513","FDD28","OUT019","2181.28891357504"
"514","NCP41","OUT017","2181.28891357504"
"515","FDS08","OUT049","2181.28891357504"
"516","FDX47","OUT045","2181.28891357504"
"517","FDC53","OUT019","2181.28891357504"
"518","FDQ19","OUT035","2181.28891357504"
"519","FDL14","OUT045","2181.28891357504"
"520","FDM33","OUT019","2181.28891357504"
"521","FDA51","OUT045","2181.28891357504"
"522","FDZ27","OUT018","2181.28891357504"
"523","FDT04","OUT046","2181.28891357504"
"524","DRC13","OUT049","2181.28891357504"
"525","FDR16","OUT027","2181.28891357504"
"526","FDQ03","OUT027","2181.28891357504"
"527","FDE38","OUT035","2181.28891357504"
"528","DRH23","OUT027","2181.28891357504"
"529","FDT11","OUT019","2181.28891357504"
"530","FDD09","OUT035","2181.28891357504"
"531","FDR40","OUT045","2181.28891357504"
"532","FDX07","OUT017","2181.28891357504"
"533","FDR07","OUT035","2181.28891357504"
"534","FDA51","OUT017","2181.28891357504"
"535","FDT59","OUT019","2181.28891357504"
"536","FDF20","OUT017","2181.28891357504"
"537","FDR13","OUT045","2181.28891357504"
"538","FDY26","OUT049","2181.28891357504"
"539","FDW04","OUT017","2181.28891357504"
"540","FDK52","OUT017","2181.28891357504"
"541","FDN60","OUT049","2181.28891357504"
"542","FDM09","OUT019","2181.28891357504"
"543","FDP46","OUT049","2181.28891357504"
"544","FDB50","OUT019","2181.28891357504"
"545","NCQ29","OUT049","2181.28891357504"
"546","FDP16","OUT027","2181.28891357504"
"547","FDX33","OUT018","2181.28891357504"
"548","FDP07","OUT010","2181.28891357504"
"549","FDN22","OUT046","2181.28891357504"
"550","FDF39","OUT049","2181.28891357504"
"551","FDS21","OUT017","2181.28891357504"
"552","NCM42","OUT013","2181.28891357504"
"553","FDK50","OUT019","2181.28891357504"
"554","DRF13","OUT027","2181.28891357504"
"555","FDH35","OUT018","2181.28891357504"
"556","FDP60","OUT018","2181.28891357504"
"557","DRJ49","OUT027","2181.28891357504"
"558","NCT42","OUT019","2181.28891357504"
"559","FDE38","OUT049","2181.28891357504"
"560","FDI04","OUT049","2181.28891357504"
"561","NCH54","OUT045","2181.28891357504"
"562","FDT56","OUT049","2181.28891357504"
"563","DRD15","OUT018","2181.28891357504"
"564","FDV58","OUT013","2181.28891357504"
"565","FDP21","OUT049","2181.28891357504"
"566","FDH05","OUT013","2181.28891357504"
"567","FDR10","OUT027","2181.28891357504"
"568","NCP06","OUT045","2181.28891357504"
"569","FDF33","OUT049","2181.28891357504"
"570","DRK37","OUT013","2181.28891357504"
"571","DRH49","OUT045","2181.28891357504"
"572","FDT58","OUT013","2181.28891357504"
"573","FDD41","OUT018","2181.28891357504"
"574","FDP40","OUT018","2181.28891357504"
"575","FDM51","OUT027","2181.28891357504"
"576","FDO45","OUT010","2181.28891357504"
"577","FDW33","OUT010","2181.28891357504"
"578","FDY24","OUT045","2181.28891357504"
"579","FDB10","OUT010","2181.28891357504"
"580","FDM40","OUT035","2181.28891357504"
"581","NCI06","OUT017","2181.28891357504"
"582","FDW12","OUT019","2181.28891357504"
"583","FDX48","OUT027","2181.28891357504"
"584","NCW05","OUT027","2181.28891357504"
"585","FDX27","OUT017","2181.28891357504"
"586","DRM37","OUT045","2181.28891357504"
"587","FDA38","OUT045","2181.28891357504"
"588","FDR36","OUT046","2181.28891357504"
"589","FDZ45","OUT046","2181.28891357504"
"590","FDG05","OUT017","2181.28891357504"
"591","FDK28","OUT013","2181.28891357504"
"592","FDV47","OUT045","2181.28891357504"
"593","FDN21","OUT045","2181.28891357504"
"594","FDP20","OUT027","2181.28891357504"
"595","FDI35","OUT045","2181.28891357504"
"596","DRY23","OUT013","2181.28891357504"
"597","FDA56","OUT017","2181.28891357504"
"598","FDB09","OUT013","2181.28891357504"
"599","NCO26","OUT027","2181.28891357504"
"600","FDQ49","OUT018","2181.28891357504"
"601","FDI52","OUT027","2181.28891357504"
"602","FDZ44","OUT027","2181.28891357504"
"603","FDZ09","OUT018","2181.28891357504"
"604","FDY03","OUT049","2181.28891357504"
"605","NCG42","OUT017","2181.28891357504"
"606","DRI13","OUT027","2181.28891357504"
"607","FDQ32","OUT013","2181.28891357504"
"608","FDW16","OUT035","2181.28891357504"
"609","FDU27","OUT046","2181.28891357504"
"610","FDR28","OUT010","2181.28891357504"
"611","FDQ49","OUT010","2181.28891357504"
"612","FDS37","OUT046","2181.28891357504"
"613","FDW26","OUT018","2181.28891357504"
"614","FDX12","OUT018","2181.28891357504"
"615","NCP06","OUT013","2181.28891357504"
"616","FDW45","OUT010","2181.28891357504"
"617","NCN30","OUT049","2181.28891357504"
"618","FDN24","OUT049","2181.28891357504"
"619","NCL41","OUT027","2181.28891357504"
"620","FDR02","OUT019","2181.28891357504"
"621","FDD09","OUT010","2181.28891357504"
"622","FDS33","OUT010","2181.28891357504"
"623","FDU22","OUT045","2181.28891357504"
"624","FDI53","OUT013","2181.28891357504"
"625","DRH01","OUT049","2181.28891357504"
"626","FDX32","OUT013","2181.28891357504"
"627","NCP30","OUT018","2181.28891357504"
"628","FDB60","OUT045","2181.28891357504"
"629","FDB14","OUT049","2181.28891357504"
"630","NCP02","OUT035","2181.28891357504"
